YearStart,LocationDesc,Class,Data_Value,Sample_Size,StratificationCategory1,Stratification1
2022,Tennessee,Obesity / Weight Status,32.6,3742.0,Race/Ethnicity,Non-Hispanic White
2023,District of Columbia,Physical Activity,38.6,399.0,Age (years),25 - 34
2019,West Virginia,Obesity / Weight Status,28.6,2724.0,Gender,Female
2023,Maryland,Physical Activity,33.6,6539.0,Gender,Male
2023,Wyoming,Physical Activity,18.6,127.0,Education,Less than high school
2019,Georgia,Physical Activity,51.0,706.0,Income,"$50,000 - $74,999"
2022,Virginia,Obesity / Weight Status,31.5,1975.0,Education,High school graduate
2020,Mississippi,Physical Activity,31.8,887.0,Age (years),45 - 54
2019,Kansas,Obesity / Weight Status,35.5,2101.0,Age (years),55 - 64
2021,Kansas,Fruits and Vegetables,28.9,551.0,Income,"Less than $15,000"
2021,Arizona,Fruits and Vegetables,51.2,175.0,Race/Ethnicity,2 or more races
2021,Iowa,Obesity / Weight Status,26.8,413.0,Income,"Less than $15,000"
2021,West Virginia,Fruits and Vegetables,21.4,1322.0,Age (years),55 - 64
2018,Idaho,Obesity / Weight Status,27.8,385.0,Age (years),25 - 34
2019,Puerto Rico,Obesity / Weight Status,36.8,1537.0,Income,"$15,000 - $24,999"
2023,Washington,Physical Activity,32.3,1210.0,Education,Less than high school
2019,Alabama,Physical Activity,36.3,80.0,Race/Ethnicity,2 or more races
2023,South Carolina,Obesity / Weight Status,26.3,77.0,Race/Ethnicity,American Indian/Alaska Native
2019,Indiana,Physical Activity,24.7,847.0,Age (years),35 - 44
2020,Colorado,Obesity / Weight Status,39.9,4697.0,Gender,Male
2023,Alabama,Physical Activity,39.9,1748.0,Gender,Male
2021,Oregon,Obesity / Weight Status,33.7,851.0,Age (years),35 - 44
2021,Nevada,Obesity / Weight Status,36.1,2469.0,Total,Total
2019,District of Columbia,Fruits and Vegetables,32.2,1416.0,Education,College graduate
2023,Texas,Physical Activity,43.8,3424.0,Education,College graduate
2019,Missouri,Physical Activity,46.0,678.0,Age (years),35 - 44
2018,West Virginia,Physical Activity,22.2,574.0,Income,"$50,000 - $74,999"
2019,Illinois,Physical Activity,21.0,1126.0,Education,High school graduate
2022,Michigan,Physical Activity,13.8,4362.0,Education,College graduate
2020,Hawaii,Obesity / Weight Status,24.5,2168.0,Education,Some college or technical school
2020,Ohio,Obesity / Weight Status,38.4,4530.0,Age (years),65 or older
2019,Pennsylvania,Physical Activity,25.6,529.0,Income,"$25,000 - $34,999"
2022,Kentucky,Obesity / Weight Status,35.2,469.0,Income,"$50,000 - $74,999"
2019,National,Obesity / Weight Status,37.9,112500.0,Income,"$75,000 or greater"
2023,Kansas,Physical Activity,39.5,1310.0,Income,"$75,000 or greater"
2018,Guam,Obesity / Weight Status,33.8,204.0,Income,"$50,000 - $74,999"
2019,California,Physical Activity,24.5,1234.0,Income,"$15,000 - $24,999"
2020,Georgia,Obesity / Weight Status,34.5,388.0,Race/Ethnicity,Hispanic
2018,Colorado,Obesity / Weight Status,17.7,3824.0,Education,College graduate
2020,North Dakota,Obesity / Weight Status,35.3,612.0,Income,"$50,000 - $74,999"
2020,Texas,Obesity / Weight Status,26.8,3250.0,Education,College graduate
2019,Montana,Fruits and Vegetables,17.8,581.0,Income,"$25,000 - $34,999"
2022,Delaware,Obesity / Weight Status,38.6,1426.0,Age (years),65 or older
2019,Guam,Physical Activity,42.8,1060.0,Gender,Male
2022,Tennessee,Obesity / Weight Status,32.5,1653.0,Education,College graduate
2019,Ohio,Physical Activity,48.4,1507.0,Income,"$35,000 - $49,999"
2018,Connecticut,Physical Activity,19.5,1320.0,Income,"$50,000 - $74,999"
2023,Wyoming,Physical Activity,30.1,3763.0,Total,Total
2023,Montana,Obesity / Weight Status,34.8,1923.0,Education,Some college or technical school
2023,West Virginia,Physical Activity,36.4,696.0,Age (years),55 - 64
2018,District of Columbia,Obesity / Weight Status,12.3,1806.0,Race/Ethnicity,Non-Hispanic White
2018,Missouri,Obesity / Weight Status,30.0,827.0,Income,"$15,000 - $24,999"
2019,Vermont,Physical Activity,36.2,406.0,Age (years),25 - 34
2019,Virginia,Physical Activity,32.6,3222.0,Age (years),65 or older
2019,West Virginia,Physical Activity,53.4,1240.0,Education,Some college or technical school
2023,Nevada,Physical Activity,38.3,170.0,Income,"$15,000 - $24,999"
2019,California,Fruits and Vegetables,20.3,4961.0,Gender,Female
2022,New Jersey,Obesity / Weight Status,39.0,1344.0,Age (years),55 - 64
2020,Alaska,Physical Activity,21.8,547.0,Age (years),45 - 54
2018,Rhode Island,Obesity / Weight Status,28.5,72.0,Race/Ethnicity,Other
2019,Massachusetts,Physical Activity,45.1,523.0,Age (years),18 - 24
2018,Kansas,Obesity / Weight Status,40.1,4762.0,Gender,Male
2022,North Dakota,Physical Activity,14.7,298.0,Age (years),18 - 24
2023,Utah,Physical Activity,71.5,4063.0,Education,College graduate
2019,Maryland,Obesity / Weight Status,30.0,7248.0,Gender,Male
2019,Nevada,Obesity / Weight Status,34.4,307.0,Income,"$15,000 - $24,999"
2023,South Dakota,Obesity / Weight Status,33.1,691.0,Income,"$35,000 - $49,999"
2023,Florida,Physical Activity,35.6,1108.0,Income,"$25,000 - $34,999"
2021,Guam,Physical Activity,24.6,217.0,Income,"$35,000 - $49,999"
2018,Kentucky,Obesity / Weight Status,40.7,2679.0,Age (years),65 or older
2018,Virginia,Obesity / Weight Status,13.4,202.0,Race/Ethnicity,Asian
2023,Nevada,Physical Activity,43.6,769.0,Education,Some college or technical school
2021,Massachusetts,Obesity / Weight Status,33.5,551.0,Income,"$35,000 - $49,999"
2019,West Virginia,Obesity / Weight Status,34.5,1415.0,Education,College graduate
2019,Nevada,Fruits and Vegetables,17.8,782.0,Age (years),65 or older
2023,Guam,Physical Activity,51.3,362.0,Age (years),65 or older
2019,Arkansas,Physical Activity,19.3,4583.0,Total,Total
2021,Oklahoma,Fruits and Vegetables,27.7,247.0,Age (years),18 - 24
2023,Rhode Island,Physical Activity,29.6,181.0,Race/Ethnicity,Non-Hispanic Black
2023,New Jersey,Physical Activity,41.1,7416.0,Total,Total
2021,Virgin Islands,Physical Activity,16.2,644.0,Gender,Male
2018,Pennsylvania,Obesity / Weight Status,26.9,313.0,Education,Less than high school
2023,Connecticut,Physical Activity,31.4,7853.0,Total,Total
2019,South Dakota,Physical Activity,30.7,809.0,Race/Ethnicity,American Indian/Alaska Native
2019,Pennsylvania,Obesity / Weight Status,38.7,1844.0,Age (years),65 or older
2023,Hawaii,Physical Activity,44.8,1123.0,Income,"$75,000 or greater"
2018,Idaho,Physical Activity,33.4,266.0,Race/Ethnicity,Hispanic
2019,Virginia,Fruits and Vegetables,40.0,681.0,Income,"$25,000 - $34,999"
2022,National,Physical Activity,19.6,189332.0,Income,Data not reported
2021,Virgin Islands,Obesity / Weight Status,12.6,173.0,Race/Ethnicity,Non-Hispanic White
2019,New York,Obesity / Weight Status,31.8,1399.0,Age (years),35 - 44
2023,District of Columbia,Physical Activity,37.6,159.0,Income,"$15,000 - $24,999"
2021,Utah,Obesity / Weight Status,30.5,2231.0,Education,High school graduate
2021,Idaho,Physical Activity,16.1,2330.0,Income,Data not reported
2018,Oklahoma,Obesity / Weight Status,35.8,1368.0,Education,High school graduate
2019,Rhode Island,Physical Activity,24.0,815.0,Age (years),45 - 54
2022,Idaho,Obesity / Weight Status,34.9,650.0,Income,"$75,000 or greater"
2019,Texas,Physical Activity,27.0,1325.0,Income,"$50,000 - $74,999"
2023,Arkansas,Physical Activity,25.8,493.0,Age (years),25 - 34
2021,South Carolina,Physical Activity,26.9,1508.0,Age (years),45 - 54
2019,Michigan,Obesity / Weight Status,33.8,1935.0,Age (years),55 - 64
2021,Georgia,Fruits and Vegetables,42.4,748.0,Age (years),35 - 44
2019,Ohio,Fruits and Vegetables,13.6,3699.0,Education,College graduate
2018,North Dakota,Physical Activity,13.5,1996.0,Education,College graduate
2020,Minnesota,Obesity / Weight Status,26.9,1077.0,Age (years),18 - 24
2019,National,Physical Activity,60.6,138775.0,Education,College graduate
2019,Louisiana,Obesity / Weight Status,31.2,470.0,Income,"$35,000 - $49,999"
2022,Maine,Obesity / Weight Status,30.9,1248.0,Income,"$35,000 - $49,999"
2021,Texas,Obesity / Weight Status,39.1,1034.0,Income,"$25,000 - $34,999"
2019,District of Columbia,Physical Activity,27.6,214.0,Income,"$15,000 - $24,999"
2023,South Carolina,Physical Activity,34.1,709.0,Age (years),25 - 34
2021,Michigan,Physical Activity,16.8,1023.0,Income,"$75,000 or greater"
2018,South Carolina,Obesity / Weight Status,39.8,3327.0,Education,College graduate
2023,South Carolina,Physical Activity,45.1,3825.0,Gender,Male
2023,North Carolina,Obesity / Weight Status,36.4,531.0,Age (years),35 - 44
2020,Indiana,Physical Activity,34.7,375.0,Race/Ethnicity,Hispanic
2022,Puerto Rico,Physical Activity,48.7,3363.0,Gender,Female
2022,Connecticut,Physical Activity,21.0,1083.0,Age (years),25 - 34
2023,Nebraska,Physical Activity,45.4,1115.0,Race/Ethnicity,Hispanic
2019,Washington,Physical Activity,35.6,3529.0,Education,Some college or technical school
2022,Maryland,Physical Activity,33.0,576.0,Income,"Less than $15,000"
2019,South Dakota,Physical Activity,30.4,1655.0,Education,High school graduate
2022,Wisconsin,Physical Activity,20.6,148.0,Race/Ethnicity,2 or more races
2019,National,Physical Activity,40.4,111031.0,Income,"$75,000 or greater"
2023,Mississippi,Physical Activity,51.2,3252.0,Total,Total
2019,District of Columbia,Fruits and Vegetables,42.7,341.0,Education,High school graduate
2023,Guam,Obesity / Weight Status,47.9,77.0,Education,Less than high school
2021,New Mexico,Obesity / Weight Status,36.9,700.0,Age (years),25 - 34
2019,Puerto Rico,Obesity / Weight Status,37.6,1879.0,Education,College graduate
2023,Maryland,Physical Activity,36.5,122.0,Race/Ethnicity,Other
2020,Wisconsin,Obesity / Weight Status,34.8,602.0,Income,"$35,000 - $49,999"
2019,Michigan,Physical Activity,22.7,753.0,Race/Ethnicity,Non-Hispanic Black
2022,Georgia,Obesity / Weight Status,31.3,951.0,Age (years),35 - 44
2018,Oklahoma,Obesity / Weight Status,40.8,661.0,Age (years),45 - 54
2023,New Mexico,Physical Activity,13.3,1193.0,Education,College graduate
2019,Michigan,Obesity / Weight Status,36.6,3849.0,Education,College graduate
2020,Delaware,Obesity / Weight Status,37.7,1898.0,Gender,Female
2019,North Dakota,Fruits and Vegetables,22.2,72.0,Race/Ethnicity,Hispanic
2018,Guam,Obesity / Weight Status,29.8,1515.0,Total,Total
2018,Maryland,Obesity / Weight Status,34.2,3025.0,Race/Ethnicity,Non-Hispanic Black
2023,Kansas,Obesity / Weight Status,37.2,548.0,Race/Ethnicity,Hispanic
2023,Delaware,Physical Activity,40.0,1875.0,Gender,Female
2019,Puerto Rico,Obesity / Weight Status,38.1,206.0,Income,"$75,000 or greater"
2021,New Hampshire,Fruits and Vegetables,14.8,1164.0,Age (years),55 - 64
2019,Hawaii,Physical Activity,35.2,2572.0,Age (years),65 or older
2023,Florida,Physical Activity,65.1,116.0,Race/Ethnicity,Asian
2023,Alaska,Physical Activity,46.2,663.0,Age (years),35 - 44
2023,Arkansas,Physical Activity,39.8,618.0,Income,"$25,000 - $34,999"
2020,Nebraska,Obesity / Weight Status,40.7,2576.0,Age (years),55 - 64
2019,National,Physical Activity,51.5,359753.0,Total,Total
2018,Arizona,Physical Activity,21.1,5530.0,Race/Ethnicity,Non-Hispanic White
2022,North Carolina,Obesity / Weight Status,9.3,78.0,Race/Ethnicity,Asian
2023,Maine,Physical Activity,31.4,2721.0,Education,Some college or technical school
2020,Wyoming,Obesity / Weight Status,30.7,4410.0,Total,Total
2022,Indiana,Obesity / Weight Status,32.8,2625.0,Education,High school graduate
2021,Iowa,Physical Activity,13.6,3149.0,Education,College graduate
2022,South Dakota,Obesity / Weight Status,33.5,309.0,Education,Less than high school
2021,Idaho,Fruits and Vegetables,48.9,97.0,Race/Ethnicity,2 or more races
2021,Wyoming,Obesity / Weight Status,31.5,2195.0,Gender,Female
2019,Alaska,Physical Activity,20.1,374.0,Age (years),35 - 44
2021,Wisconsin,Obesity / Weight Status,34.5,2908.0,Gender,Female
2020,Oklahoma,Physical Activity,16.0,329.0,Age (years),18 - 24
2021,New Jersey,Fruits and Vegetables,36.9,479.0,Age (years),18 - 24
2018,Massachusetts,Obesity / Weight Status,26.9,751.0,Income,"$50,000 - $74,999"
2023,Iowa,Physical Activity,18.3,67.0,Race/Ethnicity,Asian
2023,Connecticut,Obesity / Weight Status,28.8,4279.0,Gender,Male
2019,Washington,Obesity / Weight Status,28.0,5900.0,Gender,Female
2019,Illinois,Fruits and Vegetables,16.3,1905.0,Income,"$75,000 or greater"
2023,Idaho,Physical Activity,39.1,6643.0,Total,Total
2019,Pennsylvania,Obesity / Weight Status,8.8,129.0,Race/Ethnicity,Asian
2022,Guam,Obesity / Weight Status,33.9,213.0,Income,"$75,000 or greater"
2023,Arkansas,Physical Activity,39.8,581.0,Income,"$50,000 - $74,999"
2021,Rhode Island,Obesity / Weight Status,23.9,2410.0,Education,College graduate
2019,Virginia,Physical Activity,27.1,1041.0,Age (years),35 - 44
2018,Kentucky,Physical Activity,45.4,2827.0,Age (years),65 or older
2021,North Dakota,Physical Activity,16.7,373.0,Age (years),18 - 24
2023,Wyoming,Obesity / Weight Status,32.4,3655.0,Race/Ethnicity,Non-Hispanic White
2019,California,Physical Activity,33.9,1462.0,Income,"Less than $15,000"
2018,Alaska,Obesity / Weight Status,40.4,1341.0,Gender,Male
2019,Idaho,Fruits and Vegetables,16.5,702.0,Age (years),45 - 54
2019,Ohio,Physical Activity,29.9,561.0,Age (years),18 - 24
2018,Michigan,Obesity / Weight Status,32.3,2455.0,Education,High school graduate
2019,Maryland,Physical Activity,25.6,1442.0,Age (years),35 - 44
2018,Arizona,Physical Activity,32.0,1212.0,Income,"$15,000 - $24,999"
2021,Utah,Physical Activity,31.1,1049.0,Race/Ethnicity,Hispanic
2019,Massachusetts,Physical Activity,34.6,866.0,Age (years),35 - 44
2023,Alabama,Physical Activity,27.8,1806.0,Income,Data not reported
2023,Delaware,Physical Activity,29.5,841.0,Education,Some college or technical school
2023,New York,Obesity / Weight Status,36.1,15370.0,Total,Total
2021,National,Physical Activity,23.7,430714.0,Total,Total
2022,Puerto Rico,Obesity / Weight Status,34.2,5237.0,Race/Ethnicity,Hispanic
2021,New Mexico,Obesity / Weight Status,37.4,719.0,Income,"$15,000 - $24,999"
2023,Montana,Physical Activity,55.3,2694.0,Age (years),65 or older
2019,New Hampshire,Physical Activity,23.3,628.0,Income,"$35,000 - $49,999"
2023,New York,Physical Activity,27.8,197.0,Race/Ethnicity,Other
2019,Minnesota,Fruits and Vegetables,31.2,640.0,Income,"Less than $15,000"
2019,Wyoming,Obesity / Weight Status,37.2,501.0,Age (years),45 - 54
2019,Iowa,Physical Activity,23.4,2788.0,Income,"$75,000 or greater"
2021,Wisconsin,Fruits and Vegetables,20.1,996.0,Income,"$50,000 - $74,999"
2022,Utah,Physical Activity,14.3,2874.0,Education,Some college or technical school
2019,Kansas,Physical Activity,43.7,97.0,Race/Ethnicity,Asian
2023,Wyoming,Obesity / Weight Status,36.8,692.0,Income,"$50,000 - $74,999"
2019,Delaware,Physical Activity,40.6,264.0,Income,"Less than $15,000"
2019,District of Columbia,Physical Activity,27.8,164.0,Income,"$35,000 - $49,999"
2021,New Jersey,Physical Activity,18.6,825.0,Income,"$50,000 - $74,999"
2023,Rhode Island,Physical Activity,28.1,571.0,Age (years),35 - 44
2021,Texas,Physical Activity,23.0,5206.0,Gender,Male
2019,Nevada,Physical Activity,28.3,817.0,Age (years),65 or older
2019,California,Fruits and Vegetables,34.2,1354.0,Income,"Less than $15,000"
2021,Washington,Fruits and Vegetables,21.9,1207.0,Age (years),25 - 34
2022,Illinois,Obesity / Weight Status,33.4,3730.0,Total,Total
2018,Montana,Obesity / Weight Status,27.3,468.0,Income,"$25,000 - $34,999"
2023,Michigan,Obesity / Weight Status,43.8,806.0,Race/Ethnicity,Non-Hispanic Black
2022,Oklahoma,Obesity / Weight Status,38.0,1734.0,Income,Data not reported
2021,Michigan,Fruits and Vegetables,42.4,925.0,Income,"$35,000 - $49,999"
2023,Utah,Physical Activity,32.7,2911.0,Age (years),65 or older
2018,Oklahoma,Obesity / Weight Status,38.1,768.0,Income,"$50,000 - $74,999"
2019,West Virginia,Physical Activity,18.2,2117.0,Gender,Male
2021,Maine,Physical Activity,50.1,60.0,Race/Ethnicity,Non-Hispanic Black
2021,Pennsylvania,Fruits and Vegetables,15.2,169.0,Race/Ethnicity,Asian
2021,Kansas,Fruits and Vegetables,17.8,8240.0,Gender,Female
2020,New Hampshire,Obesity / Weight Status,36.4,1291.0,Age (years),55 - 64
2022,South Carolina,Obesity / Weight Status,28.6,71.0,Race/Ethnicity,American Indian/Alaska Native
2019,Ohio,Obesity / Weight Status,30.3,3807.0,Education,College graduate
2019,New Mexico,Fruits and Vegetables,22.2,679.0,Income,"$35,000 - $49,999"
2022,National,Physical Activity,31.6,41107.0,Income,"$25,000 - $34,999"
2019,Rhode Island,Physical Activity,26.9,374.0,Education,Less than high school
2019,Pennsylvania,Obesity / Weight Status,32.7,262.0,Race/Ethnicity,Hispanic
2019,Florida,Physical Activity,36.3,129.0,Race/Ethnicity,Other
2019,Minnesota,Physical Activity,48.8,659.0,Income,"Less than $15,000"
2023,Delaware,Physical Activity,63.6,2646.0,Race/Ethnicity,Non-Hispanic White
2020,California,Physical Activity,34.1,511.0,Income,"Less than $15,000"
2018,Puerto Rico,Obesity / Weight Status,35.9,1212.0,Education,High school graduate
2020,Michigan,Obesity / Weight Status,41.2,824.0,Income,"$35,000 - $49,999"
2020,Kentucky,Obesity / Weight Status,38.8,1052.0,Education,Some college or technical school
2023,Michigan,Physical Activity,49.7,368.0,Education,Less than high school
2020,Oklahoma,Physical Activity,36.7,1839.0,Age (years),65 or older
2019,Wisconsin,Physical Activity,24.7,4325.0,Total,Total
2019,Oregon,Physical Activity,61.2,1648.0,Age (years),65 or older
2020,North Dakota,Obesity / Weight Status,34.3,498.0,Income,"$35,000 - $49,999"
2019,Michigan,Physical Activity,29.1,183.0,Race/Ethnicity,2 or more races
2020,Nebraska,Physical Activity,22.2,7979.0,Gender,Female
2019,Tennessee,Fruits and Vegetables,49.0,674.0,Income,"$50,000 - $74,999"
2019,North Carolina,Physical Activity,18.4,880.0,Education,High school graduate
2023,Colorado,Obesity / Weight Status,29.8,56.0,Race/Ethnicity,Other
2020,New York,Physical Activity,30.6,1354.0,Race/Ethnicity,Non-Hispanic Black
2023,Mississippi,Obesity / Weight Status,39.1,69.0,Race/Ethnicity,Hispanic
2022,Illinois,Physical Activity,23.9,344.0,Income,"$35,000 - $49,999"
2023,California,Obesity / Weight Status,27.4,260.0,Race/Ethnicity,2 or more races
2023,Texas,Physical Activity,24.4,728.0,Income,"$15,000 - $24,999"
2018,Nebraska,Obesity / Weight Status,37.4,111.0,Race/Ethnicity,2 or more races
2019,Alaska,Obesity / Weight Status,38.6,778.0,Education,Some college or technical school
2019,Massachusetts,Physical Activity,26.2,1757.0,Education,Some college or technical school
2018,Utah,Physical Activity,26.3,2586.0,Age (years),65 or older
2019,North Carolina,Obesity / Weight Status,47.7,781.0,Race/Ethnicity,Non-Hispanic Black
2019,Texas,Physical Activity,32.4,4631.0,Gender,Male
2019,Iowa,Fruits and Vegetables,31.1,626.0,Age (years),18 - 24
2023,Illinois,Obesity / Weight Status,34.4,785.0,Age (years),35 - 44
2023,Washington,Physical Activity,37.4,1134.0,Income,"$15,000 - $24,999"
